"Normal","Status"
"kabar masuk presiden bukalapak muhammad fajrin rasyid jajar direksi telekomunikasi tlkm santer dengar rapat pegang saham tahun ruspt laksana putus fajrin persero rupst siang enam agenda bahas rupst agenda tunggu investor besar dividen bagi figur direksi milenial menteri badan usaha milik negara erick thohir agenda agenda tuju lapor uang kesah lapor uang pkbl remunerasi direksi tunjuk kantor akuntan publik erick pekan tempat kalang milenial direksi usaha harap langkah ubah usaha usaha pelat merah langkah bangun talenta muda calon pimpin percaya ubah generasi muda telkom bocor nih salah direksi erick erick enggan calon direksi kalang milenial erick janji direksi isi perempuan ketimbang mayoritas isi pria porsi perempuan isi posisi adar kabar salah calon direksi telkom usia muhammad fajrin rasyid presiden bukalapak coba konfirmasi deputi bidang sumber daya manusia sdm alex denni alex singkat benar tampik tunggu rups ya alex pesan singkat nama fajrin rasyid santer dengar kandidat direksi telkom usia erick informasi sah rups telkom direksi milenial telekomunikasi lantas fajrin rasyid pria usia lahir tempuh didik sarjana institute teknologi bandung itb jurus teknik informatika kutip linkedin lulus itb karir pertama konsultan boston consulting group tanggung masuk industri tenggara berkarir telah pilih mundur diri startup bukalapak ahmad zaky nugroho herucahyono teman kuliah itb kawan hasil besar bukalapak tarik investor global lokal suntik dana","netral"
"telekomunikasi tlkm laksana rapat pegang saham tahun rupst siang salah agenda perhati publik investor pasar saham figur direksi milenial menteri bandan usaha milik negara erick thohir besar dividen bagi erick pekan tempat kalang milenial direksi usaha harap langkah ubah usaha usaha pelat merah langkah bangun talenta muda calon pimpin percaya ubah generasi muda telkom bocor nih salah direksi erick erick enggan calon direksi kalang milenial erick janji direksi isi perempuan ketimbang mayoritas isi pria porsi perempuan isi posisi edar kabar salah calon direksi telkom usia muhammad fajrin rasyid presiden bukalapak coba konfirmasi deputi bidang sumber daya manusia sdm alex denni alex singkat benar tampik tunggu rups aja ya alex pesan singkat jajar direksi telkom isi sembilan orang posisi utama jabat ririek ardiansyah usia rentang usia direksi telkom kisar muda telkom edi witjara human capital management tua jabat zuhelfi abidin jabat network solution susun lengkap usia telkom lansir halaman resmi website persero ririek adriansyah utama lahir yogyakarta september harry zen uang lahir januari siti choiriana consumer service lahir magetan mei zulhelfi abidin network solution bukittinggi januari faizal djoemadi digital business lahir blitar desember achmad sugiarto strategic portfolio lahir agustus edwin aristiawan wholesale international service wins lahir surabaya oktober edi witjara human capital management hcm lahir diri november bogi witjaksono enterise business service lahir surabaya februari fajrin rasyid pria usia lahir tempuh didik sarjana institute teknologi bandung itb jurus teknik informatika kutip linkedin lulus itb karier pertama konsultan boston consulting group tanggung masuk industri tenggara berkarir telah pilih mundur diri startup bukalapak ahmad zaky nugroho herucahyono teman kuliah itb kawan hasil besar bukalapak tarik investor global lokal suntik dana","netral"
"menteri badan usaha milik negara tempat direksi telkom tlkm tarik direksi gadang gadang direksi milenial usaha menteri erick thohir tempat kalang milenial direksi usaha harap langkah ubah usaha usaha pelat merah langkah bangun talenta muda calon pimpin percaya ubah generasi muda telkom bocor nih salah direksi erick erick enggan calon direksi kalang milenial erick komitmen posisi jajar direksi usaha asal kalang milenial janji direksi isi perempuan ketimbang mayoritas isi pria rencana porsi perempuan isi posisi","netral"
"menteri badan usaha milik negara terang terang ganti direksi telkom tlkm pekan ganti laksana rapat pegang saham tahun rupst menteri erick thohir bocor calon direksi telkom golong milenial usia percaya ubah generasi muda telkom salah direksi bocor salah direksi usia erick telkom laksana wib laksana auditorium telkom landmark tower enam agenda laksana rapat tuju lapor tahun buku lapor awas dewan rapat tlkm smgr kesah lapor program mitra bina lingkung pkbl tetap guna laba bersih acara empat tetap tantiem remunerasi direksi usah lanjut tetap kantor akuntan publik kap audit lapor uang agenda enam ubah susun urus usaha agenda rupst","netral"
"telekomunikasi persero tlkm anak usaha telekomunikasi selular telkomsel catat lonjak trafik periode masyarakat aktivitas rumah lonjak tinggi layan broadband capai persen telkomsel catat tingkat guna layan aplikasi tunjang meeting conference daring zoom microsoft teams cloudx telkomsel persen gera trafik komunikasi layan media sosial cenderung stabil trafik layan komunikasi pesan instan whatsapp line telegram tumbuh persen","netral"
"saham telekomunikasi tlkm saran hold hold rating target harga kutip hasil riset analis foo choong chen cimb sekuritas","netral"
"telekomunikasi tlkm ikut lelang jual menara milik indosat ooredoo isat uang telekomunikasi harry zen sebut proses lelang lanjut komentar kendati persero menang menara masuk mitratel anak usaha tlkm isat tempuh opsi jual menara dana segar unit menara kabar lego isat kami ikut proses jual tower nya indosat putus menang masuk mitratel  papar gedung bei usaha rencana keluar dapat belanja modal kendati asumsi alokasi merger akuisisi gambar semester persero realisasi belanja modal dapat  capex revenue merger acquisition  senior vice president head coorate communication indosat ooredoo turina farouk jual menara salah opsi persero dana segar kendati persero kaji opsi jual menara salah opsi dana opsi kaji","netral"
"telekomunikasi umum akta jual beli saham anak usaha jalin bayar nusantara jalin lembar saham representasi saham modal tempat setor jalin jalin anak usaha danareksa badan usaha milik negara transaksi jual beli jalin emiten kode saham tlkm milik sisa saham lembar tara total saham nilai dokumen buka informasi lansir idx danareksa rencana holding sektor finansial milik danareksa jalin harap kolaborasi strategi implementasi usaha jalin arah rencana perintah industri perban danareksa dasar akta jual beli saham mengakuisi jalin dana andi setiawan vp investor relations telkom transaksi harap tambah nilai jalin sektor perban kerja entitas tingkat efisiensi operasional efektivitas terap implementasi strategis persero kuat usaha usaha sektor perban harap kerja skala usaha jalin alami tingkat persero pegang saham jalin langsung untung tingkat nilai jalin","netral"
"telekomunikasi persero sebut persero milik rencana akuisisi usaha sedia seluler uang telekomunikasi harry zen kuasa market share cakup wilayah luas turut aksi akuisisi karena posisi cakup sulit akuisisi market share aksi active action  harry persero tutup akuisisi sedia jasa telekomunikasi salah akuisisi emiten kode saham tlkm akuisisi usaha sedia menara seluler maret tlkm akuisisi saham persada sokka tama anak usaha dayamitra telekomunikasi mitratel mitratel kuasa saham usaha sedia menara seluler jangka tanggal akta jual beli mitratel beeluang tambah porsi milik persada sokka tama kuasa milik saham usaha menara harry akuisisi persero dana internal dana perban kami nilai akuisisi disclose kait confidentiality seller nya  tuju persero akuisisi usaha sedia menara seluler peluang pasal menara seluler salah tulang punggung telekomunikasi sedia menara seluler milik margin profit telekomunikasi persada sokka tama milik menara teasang usaha milik tenancy ratio tumbuh minat persero akuisisi jadi tenancy ratio nya usaha tower  pungkas","netral"
"telekomunikasi tlkm bidik pasar enterise koorasi segmen kontribusi dapat utama telkom alex sinaga muka dapat telkom segmen enterise capai tumbuh banding dapat turut telkom fokus garap segmen sedia solusi tik teknologi informasi komunikasi smart enabler platform tren usaha usaha fokus inti meng outsource solusi tik tiga peluang main telkom pasar tik segmen enterise koorasi tumbuh tahun turut peluang telkom kuat posisi pasar enterise peluang tumbuh telkom usaha butuh solusi tik integrasi konektivitas telkom jaga posisi pimpin pasar segmen info memo keluar telkom nyata operator halo halo layan usaha asal industri consumer goods asuransi pharmaceutical banking kontribusi total dapat segmen enterise perintah telkom sedia solusi tik institusi perintah belanja tik institusi perintah tahun segmen institusi perintah kontribusi dapat segmen enterise milik telkom laku usaha tengah ukm laku ukm solusi tik telkom dasar database milik telkom ukm nilai potensial full digital","netral"
"analisis teknikal saham tlkm tasrul tanar analis mirae asset sekuritas terima pagi harga coba naik dekat normal lower band uptrend channel harga saham gerak pola uptrend channel relatif valid squared gerak normal rentang std deviasi center line peluang harga gera normal bar chart volatilitas normal gera harga rupiah rupiah gera normal positif negatif periode analisis alir dana masuk volatilitas harga naik hasil optimalisasi indikator mfi optimized indikator optimized indikator stochastic optimized cenderung naik sisi indikator bollinger band optimized harga coba naik dekat center line weekly resistance catat daily resistance tembus daily weekly support cut loss level harga coba naik tahan atas periode naik harga saham minimal tahan periode positive area naik normal harga gerak daily level gerak weekly naik normal harga level naik rekomendasi saham telekomunikasi tlkm weekly trading buy ringkas chart tlkm","netral"
"hasil rapat pegang saham tahun bbca rups tahun rapat pegang saham hadir pegang saham wakil puluh milyar ratus puluh delapan enam ratus puluh enam ratus puluh saham delapan puluh enam koma sembilan persen saham hak suara sah keluar persero sesuai anggar dasar persero atur undang laku hasil rups tahun lampir","netral"
"emiten ramai ramai bagi dividen buku analis proyeksi yield dividen turun banding bbca semen persero smgr negara persero bbni umum bagi dividen buku bca putus bagi dividen tunai saham total laba bersih buku smgr putus bagi dividen laba bersih bbni putus bagi dividen laba bersih buku acu yield dividen bbca smgr naik banding bbca milik yield dividen naik tipis smgr level naik yield dividen bbni turun analis pilarmas investindo okie setya ardiastama nilai yield tarik yield dividen nominal dividen timbang investor institusi bbni komitmen usaha jaga nilai usaha mata investor turun nominal dividen lambat kerja tekan usaha peluang baik kerja strategi investasi jangka kelola aset alokasi sesuai strategi takar dividen","netral"
"rapat pegang saham tahun rupst bbca putus ganti urus jajar direksi rupst suwignyo budiman angkat wakil presiden persero suwigno jabat tutup rups ganti angkat rups tahun selenggara ganti efektif jabat rupst angkat john kosasih frengky chandra kusuma persero kuasa direksi persero tentu tanggal efektif angkat persero terima tuju ojk jabat tutup rupst selenggara john frengky ganti henry koenaifi erwan yuris ang angkat john kosasih frengky chandra kusuma anggota direksi bca lengkap kapabilitas manajemen bca kembang persero hadap dinamika tengah kompetisi ketat tulis resmi bca terima urus bca lengkap dewan direksi rups putus bagi laba bersih dividen investor meperoleh unit saham milik bca buku laba bersih rupst tetap guna laba bersih bagi dividen tunai dividen tunai dividen interim saham bagi tanggal desember bca laksana rupst menara bca grand lantai jalan mh thamrin laksana rupst bca ikut protokol sehat tetap organisasi sehat dunia sesuai arah perintah","netral"
